num_workers,gpu,timestamp
4,0,1695220168.149657
4,1,1695220208.1311421
4,2,1695220261.3190534
4,3,1695220318.2771068
4,4,1695220368.379072
4,5,1695220422.196077
4,6,1695220489.0533006
4,7,1695220634.3798752
