timestamp,inner_time_ms,outer_time_ms,setup_time,cold_start,copy,concurrency
1695220702.483494,1599.713,3953.5366,653.652,True,0,1
1695220706.4373264,1599.995,2369.62305,654.077,False,0,1
1695220708.8071253,1598.778,2374.06072,657.016,False,0,1
1695220711.1812947,1574.36,2350.66585,658.09,False,0,2
1695220712.422547,1512.928,2309.73892,663.604,False,1,2
1695220713.5320613,1569.321,2345.66715,653.345,False,0,2
1695220714.7323968,1570.493,2399.44439,687.09,False,1,2
1695220715.877944,1574.681,2345.01685,651.535,False,0,2
1695220717.1319623,1495.576,2261.55147,650.106,False,1,2
1695220718.2231536,1618.259,2388.88971,654.991,False,0,2
1695220719.3936133,1492.685,2251.69619,648.015,False,1,2
1695220720.6122468,1585.035,2366.39458,653.017,False,0,3
1695220721.645535,1502.684,2266.26132,648.603,False,1,3
1695220722.4233208,1590.337,2401.47154,689.756,False,2,3
1695220722.9787154,1855.193,2662.02264,678.903,False,0,3
1695220723.9119081,1786.6,2581.17336,649.145,False,1,3
1695220724.824894,1642.473,2440.51357,670.854,False,2,3
1695220725.6409054,1670.456,2505.34602,671.088,False,0,3
1695220726.4931638,1629.177,2456.0453,699.449,False,1,3
1695220727.265475,1716.989,2541.52231,678.229,False,2,3
1695220728.1463315,1665.43,2445.35785,656.559,False,0,3
1695220728.9492917,1641.774,2448.11968,681.83,False,1,3
1695220729.8070862,1604.056,2465.15676,697.204,False,2,3
1695220730.5917723,1653.486,2491.26751,678.721,False,0,4
1695220731.3975847,1670.916,2467.98477,665.44,False,1,4
1695220732.2723203,1570.286,2451.18089,733.53,False,2,4
1695220732.4239202,2236.201,3107.1358,730.135,False,3,4
1695220733.0831,2403.36,3225.83917,701.199,False,0,4
1695220733.8656332,2461.984,3266.37763,674.128,False,1,4
1695220734.7235875,2464.468,3225.9526,652.487,False,2,4
1695220735.5311697,2467.244,3265.36528,662.407,False,3,4
1695220736.3090417,2473.549,3268.59183,668.76,False,0,4
1695220737.132091,2479.236,3272.56317,671.8,False,1,4
1695220737.9500096,2510.102,3291.78132,651.896,False,2,4
1695220738.7967255,2401.385,3229.05118,704.825,False,3,4
1695220739.5777917,2492.979,3326.24571,677.649,False,0,5
1695220740.404836,2462.59,3273.33069,674.457,False,1,5
1695220741.241855,2454.691,3290.94183,689.09,False,2,5
1695220742.025845,2465.534,3279.42926,683.888,False,3,5
1695220742.424685,2860.997,3750.06071,732.21,False,4,5
1695220742.9041355,3173.016,4038.36095,734.049,False,0,5
1695220744.5328755,1568.095,2480.00894,663.676,False,2,5
1695220745.3053522,1633.271,2461.87119,685.922,False,3,5
1695220743.6782262,2366.371,4152.7501,684.055,True,1,5
1695220746.1749184,1582.323,2450.23807,703.56,False,4,5
1695220746.9426606,1594.629,2473.64274,712.132,False,0,5
1695220747.0129488,1609.717,2454.4133,711.168,False,2,5
1695220747.7675502,1595.75,2437.34289,702.331,False,3,5
1695220747.8310397,1632.193,2499.5814,703.336,False,1,5
1695220748.625319,1525.784,2395.23166,709.343,False,4,5
1695220749.4164622,1588.987,2431.81618,706.197,False,0,5
1695220749.4674337,1594.988,2438.32727,707.355,False,2,5
1695220750.204959,1608.356,2505.67516,743.238,False,3,6
1695220750.3306892,1529.708,2452.90864,756.65,False,1,6
1695220751.0207257,1646.408,2517.93961,704.949,False,4,6
1695220751.848343,1588.888,2423.23801,697.623,False,0,6
1695220751.9058368,1638.346,2476.22261,702.11,False,2,6
1695220752.4258606,1725.043,2692.16835,795.569,False,5,6
1695220752.7107255,1578.966,2527.52153,796.605,False,3,6
1695220753.5389166,1596.087,2440.67715,706.853,False,4,6
1695220752.7837005,2343.059,3249.50193,768.028,False,1,6
1695220754.3821268,1551.801,2424.03648,708.787,False,2,6
1695220754.2717547,1725.367,2611.7722,702.244,False,0,6
1695220755.1180952,1660.722,2553.44015,750.541,False,5,6
1695220755.2383168,1598.142,2511.3249,779.466,False,3,6
1695220756.0332625,1611.56,2478.39991,720.862,False,1,6
