2023/09/20 09:29:27.465,00000000:15:00.0,0
2023/09/20 09:29:27.465,00000000:16:00.0,0
2023/09/20 09:29:27.465,00000000:3A:00.0,0
2023/09/20 09:29:27.466,00000000:3B:00.0,0
2023/09/20 09:29:27.466,00000000:89:00.0,0
2023/09/20 09:29:27.466,00000000:8A:00.0,0
2023/09/20 09:29:27.467,00000000:B2:00.0,0
2023/09/20 09:29:27.467,00000000:B3:00.0,0
2023/09/20 09:29:27.567,00000000:15:00.0,0
2023/09/20 09:29:27.568,00000000:16:00.0,0
2023/09/20 09:29:27.568,00000000:3A:00.0,0
2023/09/20 09:29:27.568,00000000:3B:00.0,0
2023/09/20 09:29:27.568,00000000:89:00.0,0
2023/09/20 09:29:27.568,00000000:8A:00.0,0
2023/09/20 09:29:27.568,00000000:B2:00.0,0
2023/09/20 09:29:27.568,00000000:B3:00.0,0
2023/09/20 09:29:27.669,00000000:15:00.0,0
2023/09/20 09:29:27.669,00000000:16:00.0,0
2023/09/20 09:29:27.669,00000000:3A:00.0,0
2023/09/20 09:29:27.669,00000000:3B:00.0,0
2023/09/20 09:29:27.669,00000000:89:00.0,0
2023/09/20 09:29:27.670,00000000:8A:00.0,0
2023/09/20 09:29:27.670,00000000:B2:00.0,0
2023/09/20 09:29:27.670,00000000:B3:00.0,0
2023/09/20 09:29:27.770,00000000:15:00.0,0
2023/09/20 09:29:27.770,00000000:16:00.0,0
2023/09/20 09:29:27.771,00000000:3A:00.0,0
2023/09/20 09:29:27.771,00000000:3B:00.0,0
2023/09/20 09:29:27.771,00000000:89:00.0,0
2023/09/20 09:29:27.771,00000000:8A:00.0,0
2023/09/20 09:29:27.771,00000000:B2:00.0,0
2023/09/20 09:29:27.771,00000000:B3:00.0,0
2023/09/20 09:29:27.872,00000000:15:00.0,0
2023/09/20 09:29:27.872,00000000:16:00.0,0
2023/09/20 09:29:27.872,00000000:3A:00.0,0
2023/09/20 09:29:27.872,00000000:3B:00.0,0
2023/09/20 09:29:27.872,00000000:89:00.0,0
2023/09/20 09:29:27.873,00000000:8A:00.0,0
2023/09/20 09:29:27.873,00000000:B2:00.0,0
2023/09/20 09:29:27.873,00000000:B3:00.0,0
2023/09/20 09:29:27.973,00000000:15:00.0,0
2023/09/20 09:29:27.973,00000000:16:00.0,0
2023/09/20 09:29:27.974,00000000:3A:00.0,0
2023/09/20 09:29:27.974,00000000:3B:00.0,0
2023/09/20 09:29:27.974,00000000:89:00.0,0
2023/09/20 09:29:27.974,00000000:8A:00.0,0
2023/09/20 09:29:27.974,00000000:B2:00.0,0
2023/09/20 09:29:27.974,00000000:B3:00.0,0
2023/09/20 09:29:28.075,00000000:15:00.0,0
2023/09/20 09:29:28.075,00000000:16:00.0,0
2023/09/20 09:29:28.075,00000000:3A:00.0,0
2023/09/20 09:29:28.075,00000000:3B:00.0,0
2023/09/20 09:29:28.075,00000000:89:00.0,0
2023/09/20 09:29:28.075,00000000:8A:00.0,0
2023/09/20 09:29:28.076,00000000:B2:00.0,0
2023/09/20 09:29:28.076,00000000:B3:00.0,0
2023/09/20 09:29:28.176,00000000:15:00.0,0
2023/09/20 09:29:28.176,00000000:16:00.0,0
2023/09/20 09:29:28.176,00000000:3A:00.0,0
2023/09/20 09:29:28.176,00000000:3B:00.0,0
2023/09/20 09:29:28.177,00000000:89:00.0,0
2023/09/20 09:29:28.177,00000000:8A:00.0,0
2023/09/20 09:29:28.177,00000000:B2:00.0,0
2023/09/20 09:29:28.177,00000000:B3:00.0,0
2023/09/20 09:29:28.277,00000000:15:00.0,0
2023/09/20 09:29:28.278,00000000:16:00.0,0
2023/09/20 09:29:28.278,00000000:3A:00.0,0
2023/09/20 09:29:28.278,00000000:3B:00.0,0
2023/09/20 09:29:28.278,00000000:89:00.0,0
2023/09/20 09:29:28.278,00000000:8A:00.0,0
2023/09/20 09:29:28.278,00000000:B2:00.0,0
2023/09/20 09:29:28.278,00000000:B3:00.0,0
2023/09/20 09:29:28.379,00000000:15:00.0,0
2023/09/20 09:29:28.379,00000000:16:00.0,0
2023/09/20 09:29:28.379,00000000:3A:00.0,0
2023/09/20 09:29:28.379,00000000:3B:00.0,0
2023/09/20 09:29:28.379,00000000:89:00.0,0
2023/09/20 09:29:28.380,00000000:8A:00.0,0
2023/09/20 09:29:28.380,00000000:B2:00.0,0
2023/09/20 09:29:28.380,00000000:B3:00.0,0
2023/09/20 09:29:28.480,00000000:15:00.0,0
2023/09/20 09:29:28.483,00000000:16:00.0,0
2023/09/20 09:29:28.483,00000000:3A:00.0,0
2023/09/20 09:29:28.484,00000000:3B:00.0,0
2023/09/20 09:29:28.484,00000000:89:00.0,0
2023/09/20 09:29:28.484,00000000:8A:00.0,0
2023/09/20 09:29:28.485,00000000:B2:00.0,0
2023/09/20 09:29:28.485,00000000:B3:00.0,0
2023/09/20 09:29:28.585,00000000:15:00.0,1
2023/09/20 09:29:28.585,00000000:16:00.0,0
2023/09/20 09:29:28.586,00000000:3A:00.0,0
2023/09/20 09:29:28.586,00000000:3B:00.0,1
2023/09/20 09:29:28.586,00000000:89:00.0,0
2023/09/20 09:29:28.586,00000000:8A:00.0,0
2023/09/20 09:29:28.586,00000000:B2:00.0,0
2023/09/20 09:29:28.587,00000000:B3:00.0,0
2023/09/20 09:29:28.687,00000000:15:00.0,1
2023/09/20 09:29:28.687,00000000:16:00.0,0
2023/09/20 09:29:28.687,00000000:3A:00.0,1
2023/09/20 09:29:28.687,00000000:3B:00.0,1
2023/09/20 09:29:28.688,00000000:89:00.0,0
2023/09/20 09:29:28.688,00000000:8A:00.0,0
2023/09/20 09:29:28.688,00000000:B2:00.0,0
2023/09/20 09:29:28.688,00000000:B3:00.0,0
2023/09/20 09:29:28.788,00000000:15:00.0,2
2023/09/20 09:29:28.789,00000000:16:00.0,0
2023/09/20 09:29:28.789,00000000:3A:00.0,1
2023/09/20 09:29:28.789,00000000:3B:00.0,0
2023/09/20 09:29:28.789,00000000:89:00.0,1
2023/09/20 09:29:28.789,00000000:8A:00.0,1
2023/09/20 09:29:28.790,00000000:B2:00.0,1
2023/09/20 09:29:28.790,00000000:B3:00.0,1
2023/09/20 09:29:28.890,00000000:15:00.0,2
