timestamp,inner_time_ms,outer_time_ms,setup_time,cold_start,copy,concurrency
1695222317.1210775,1547.081,3902.27548,654.733,True,0,1
1695222321.0237262,1502.067,2270.87255,656.23,False,0,1
1695222323.2956798,1497.737,2262.237,651.102,False,0,1
1695222325.5580075,1497.378,2257.30476,649.578,False,0,2
1695222327.060967,1597.853,2424.72461,673.359,False,1,2
1695222327.815442,1677.959,2443.22585,647.248,False,0,2
1695222329.485797,1515.597,2309.47676,668.19,False,1,2
1695222330.2588654,1580.35,2341.02433,651.259,False,0,2
1695222331.7953646,1582.413,2377.8211,680.769,False,1,2
1695222332.6002479,1635.873,2394.66431,644.972,False,0,2
1695222334.1732585,1657.556,2438.2278,662.106,False,1,2
1695222334.9950829,1682.558,2444.27338,645.629,False,0,3
1695222336.6115797,1587.582,2393.71717,691.294,False,1,3
1695222337.0623732,1954.705,2760.93929,696.67,False,2,3
1695222337.439556,2430.245,3208.64615,667.403,False,0,3
1695222339.0053754,1659.967,2441.52918,662.506,False,1,3
1695222339.8234172,1680.247,2468.3728,656.983,False,2,3
1695222340.6482925,1667.023,2431.92689,655.942,False,0,3
1695222341.446997,1645.623,2431.75346,666.714,False,1,3
1695222342.2919652,1618.312,2442.24603,678.198,False,2,3
1695222343.0803068,1663.808,2438.18542,655.949,False,0,3
1695222343.8788278,1650.559,2435.82193,665.314,False,1,3
1695222344.7343047,1600.263,2460.00199,698.772,False,2,4
1695222345.5185657,1680.591,2453.51533,657.087,False,0,4
1695222346.3147242,1676.19,2464.82071,665.535,False,1,4
1695222347.0631719,1729.641,2557.16994,706.697,False,3,4
1695222347.1943836,2337.554,3265.46623,767.851,False,2,4
1695222347.972168,2499.538,3274.13896,653.957,False,0,4
1695222348.779622,2453.918,3261.55275,681.145,False,1,4
1695222349.6205165,2444.004,3303.43058,690.493,False,3,4
1695222350.4599614,2442.243,3229.2195,669.94,False,2,4
1695222351.2463825,2464.633,3280.34166,675.523,False,0,4
1695222352.041252,2470.133,3279.27871,679.369,False,1,4
1695222352.9240398,2415.694,3238.47649,687.409,False,3,4
1695222353.6892543,2474.747,3277.76206,674.942,False,2,4
1695222354.5268018,2425.918,3269.92869,683.062,False,0,5
1695222355.3206062,2438.271,3247.6405,686.992,False,1,5
1695222356.162703,2472.51,3238.038,653.933,False,3,5
1695222356.967091,2459.479,3255.31745,685.686,False,2,5
1695222357.063922,3179.99,3976.06128,689.506,False,4,5
1695222357.7968218,1557.43,3351.93626,675.78,True,0,5
1695222359.400828,1634.482,2459.08439,678.522,False,3,5
1695222358.5684268,2341.866,3398.0836,678.845,False,1,5
1695222360.222484,1657.829,2440.2836,669.761,False,2,5
1695222361.0400715,1602.02,2475.40333,739.126,False,4,5
1695222361.1489499,1569.571,2433.14539,748.532,False,0,5
1695222361.8600044,1587.76,2479.02709,774.505,False,3,5
1695222361.9666014,1610.608,2563.20399,785.589,False,1,5
1695222362.6628377,1687.895,2506.19892,690.013,False,2,5
1695222363.5155706,1584.011,2470.37033,757.413,False,4,5
1695222363.5821905,1596.018,2482.40757,741.281,False,0,5
1695222364.3391037,1652.969,2508.09312,723.511,False,3,5
1695222364.5298996,1542.559,2489.02333,776.5,False,1,5
1695222365.16913,1822.301,2614.75589,680.655,False,2,6
1695222366.0646727,1511.441,2409.96584,744.68,False,0,6
1695222365.9860263,2379.116,3262.22992,751.03,False,4,6
1695222366.8473837,1673.045,2523.95291,717.569,False,3,6
