2023/09/20 09:47:18.157,00000000:15:00.0,0
2023/09/20 09:47:18.157,00000000:16:00.0,0
2023/09/20 09:47:18.158,00000000:3A:00.0,0
2023/09/20 09:47:18.158,00000000:3B:00.0,0
2023/09/20 09:47:18.158,00000000:89:00.0,0
2023/09/20 09:47:18.158,00000000:8A:00.0,0
2023/09/20 09:47:18.159,00000000:B2:00.0,0
2023/09/20 09:47:18.159,00000000:B3:00.0,0
2023/09/20 09:47:18.260,00000000:15:00.0,0
2023/09/20 09:47:18.260,00000000:16:00.0,0
2023/09/20 09:47:18.260,00000000:3A:00.0,0
2023/09/20 09:47:18.260,00000000:3B:00.0,0
2023/09/20 09:47:18.260,00000000:89:00.0,0
2023/09/20 09:47:18.260,00000000:8A:00.0,0
2023/09/20 09:47:18.261,00000000:B2:00.0,0
2023/09/20 09:47:18.261,00000000:B3:00.0,0
2023/09/20 09:47:18.361,00000000:15:00.0,0
2023/09/20 09:47:18.361,00000000:16:00.0,0
2023/09/20 09:47:18.361,00000000:3A:00.0,0
2023/09/20 09:47:18.361,00000000:3B:00.0,0
2023/09/20 09:47:18.362,00000000:89:00.0,0
2023/09/20 09:47:18.362,00000000:8A:00.0,0
2023/09/20 09:47:18.362,00000000:B2:00.0,0
2023/09/20 09:47:18.362,00000000:B3:00.0,0
2023/09/20 09:47:18.462,00000000:15:00.0,0
2023/09/20 09:47:18.463,00000000:16:00.0,0
2023/09/20 09:47:18.463,00000000:3A:00.0,0
2023/09/20 09:47:18.463,00000000:3B:00.0,0
2023/09/20 09:47:18.463,00000000:89:00.0,0
2023/09/20 09:47:18.463,00000000:8A:00.0,0
2023/09/20 09:47:18.463,00000000:B2:00.0,0
2023/09/20 09:47:18.464,00000000:B3:00.0,0
2023/09/20 09:47:18.564,00000000:15:00.0,0
2023/09/20 09:47:18.564,00000000:16:00.0,0
2023/09/20 09:47:18.564,00000000:3A:00.0,0
2023/09/20 09:47:18.564,00000000:3B:00.0,0
2023/09/20 09:47:18.564,00000000:89:00.0,0
2023/09/20 09:47:18.565,00000000:8A:00.0,0
2023/09/20 09:47:18.565,00000000:B2:00.0,0
2023/09/20 09:47:18.565,00000000:B3:00.0,0
2023/09/20 09:47:18.665,00000000:15:00.0,0
2023/09/20 09:47:18.666,00000000:16:00.0,0
