num_workers,gpu,timestamp
4,0,1695220702.4836
4,1,1695220743.6783
4,2,1695220792.848
4,3,1695220846.8187
4,4,1695220902.5733
4,5,1695220955.0628
4,6,1695221020.5466
4,7,1695221093.6730
