num_workers,gpu,timestamp
4,0,1695221238.8373797
4,1,1695221279.5834231
4,2,1695221329.862082
4,3,1695221388.9197605
4,4,1695221439.153368
4,5,1695221493.06271
4,6,1695221561.8598304
4,7,1695221720.4147334
